run,initial_hit_time,probe_after_evict_time
2043,52,988
2044,52,976
2045,52,966
2046,52,1080
2047,50,988
2048,52,1034
2049,50,1144
2050,50,972
2051,56,844
2052,52,756
2053,54,974
2054,48,968
2055,54,964
2056,52,916
2057,54,1356
2058,50,746
2059,52,812
2060,52,748
2061,52,806
2062,54,732
2063,50,818
2064,54,804
2065,50,746
2066,50,812
2067,52,746
2068,52,710
2069,54,812
2070,52,808
2071,52,746
2072,50,908
2073,54,1456
2074,54,1430
2075,52,912
2076,50,1062
2077,50,970
2078,52,1508
2079,54,1422
2080,54,1498
2081,50,980
2082,52,1048
2083,52,888
2084,50,920
2085,56,980
2086,50,1100
2087,48,820
2088,52,732
2089,52,806
2090,52,900
2091,56,746
2092,52,1214
2093,52,1432
2094,54,904
2095,54,976
2096,52,976
2097,52,976
2098,50,924
2099,52,1086
2100,50,982
2101,52,912
2102,52,978
2103,52,972
2104,52,1056
2105,52,984
2106,54,900
2107,54,1184
2108,56,912
2109,50,904
2110,54,908
2111,56,978
2112,54,966
2113,50,1166
2114,54,980
2115,52,882
2116,54,922
2117,52,898
2118,56,908
2119,50,982
2120,56,906
2121,50,1068
2122,54,914
2123,52,1222
2124,52,688
2125,56,924
2126,52,984
2127,52,966
2128,54,1070
2129,52,984
2130,54,980
2131,52,898
2132,52,976
2133,54,1102
2134,52,1012
2135,50,980
2136,54,980
2137,54,976
2138,52,1092
2139,52,1082
2140,50,858
2141,50,916
2142,52,838
2143,52,944
2144,54,916
2145,50,978
2146,54,920
2147,56,968
2148,52,1108
2149,52,982
2150,56,970
2151,52,976
2152,52,1054
2153,50,1444
2154,48,912
2155,56,1084
2156,52,990
2157,52,972
2158,54,978
2159,54,904
2160,52,1124
2161,52,980
2162,52,970
2163,54,880
2164,52,984
2165,52,970
2166,50,984
2167,52,922
2168,52,808
2169,52,1086
2170,50,914
2171,52,1002
2172,50,904
2173,54,916
2174,52,976
2175,48,984
2176,50,900
2177,52,988
2178,56,976
2179,50,968
2180,58,976
2181,52,906
2182,50,904
2183,52,1004
2184,52,884
2185,52,908
2186,56,920
2187,56,1420
2188,52,964
2189,52,906
2190,50,924
2191,56,934
2192,54,1002
2193,52,1360
2194,52,956
2195,52,756
2196,52,906
2197,54,904
2198,52,892
2199,56,892
2200,52,994
2201,52,968
2202,52,828
2203,50,894
2204,52,978
2205,52,986
2206,50,966
2207,54,912
2208,58,830
2209,54,1434
2210,52,1432
2211,52,980
2212,54,928
2213,50,984
2214,52,800
2215,54,1064
2216,52,922
2217,52,822
2218,50,914
2219,54,998
2220,56,828
2221,54,906
2222,54,988
2223,54,1100
2224,52,908
2225,54,1030
2226,52,740
2227,52,908
2228,50,980
2229,54,986
2230,56,986
2231,50,992
2232,52,976
2233,50,1528
2234,68,1430
2235,52,980
2236,52,986
2237,52,996
2238,50,912
2239,52,986
2240,52,972
2241,52,970
2242,52,910
2243,48,990
2244,52,902
2245,52,772
2246,50,980
2247,54,978
2248,54,912
2249,52,898
2250,56,982
2251,52,982
2252,54,976
2253,52,908
2254,52,900
2255,52,1140
2256,54,916
2257,54,910
2258,52,1092
2259,52,906
2260,52,900
2261,52,828
2262,52,1002
2263,50,896
2264,52,972
2265,52,884
2266,54,896
2267,50,968
2268,52,970
2269,54,978
2270,52,914
2271,54,690
2272,52,684
2273,50,754
2274,52,596
2275,50,754
2276,56,682
2277,56,676
2278,52,904
2279,54,952
2280,56,1450
2281,58,1438
2282,52,1046
2283,52,964
2284,54,970
2285,52,980
2286,56,898
2287,50,1060
2288,52,1226
2289,52,1160
2290,56,918
2291,54,826
2292,54,982
2293,54,974
2294,52,1058
2295,52,832
2296,56,824
2297,54,906
2298,52,914
2299,54,902
2300,54,976
2301,50,1034
2302,50,1456
2303,56,968
2304,52,806
2305,50,902
2306,52,970
2307,54,906
2308,54,874
2309,50,894
2310,52,886
2311,52,912
2312,52,1062
2313,52,974
2314,52,988
2315,54,968
2316,52,884
2317,52,806
2318,52,982
2319,54,1050
2320,50,900
2321,52,930
2322,54,900
2323,54,898
2324,50,816
2325,52,894
2326,52,902
2327,54,1420
2328,54,990
2329,52,1080
2330,52,878
2331,52,954
2332,54,1428
2333,50,1430
2334,50,1732
2335,52,826
2336,50,1058
2337,52,986
2338,52,924
2339,52,910
2340,52,904
2341,54,902
2342,48,982
2343,52,986
2344,54,978
2345,52,1178
2346,52,1424
2347,54,1500
2348,56,1020
2349,54,816
2350,56,918
2351,54,798
2352,54,734
2353,52,812
2354,56,814
2355,52,746
2356,50,662
2357,52,812
2358,58,730
2359,50,736
2360,54,810
2361,52,800
2362,52,822
2363,52,670
2364,50,742
2365,54,902
2366,52,746
2367,54,886
2368,52,816
2369,54,836
2370,54,742
2371,54,810
2372,52,734
2373,52,798
2374,54,740
2375,56,726
2376,54,736
2377,58,1436
2378,52,832
2379,52,978
2380,52,1080
2381,50,984
2382,52,948
2383,54,740
2384,52,818
2385,50,812
2386,50,748
2387,52,718
2388,52,812
2389,52,652
2390,52,848
2391,50,804
2392,56,802
2393,52,806
2394,52,812
2395,52,800
2396,58,1010
2397,50,754
2398,52,752
2399,52,752
2400,54,748
2401,52,740
2402,52,812
2403,50,814
2404,52,702
2405,50,708
2406,52,744
2407,58,732
2408,52,750
2409,50,738
2410,50,982
2411,54,960
2412,52,748
2413,48,742
2414,52,826
2415,54,746
2416,52,806
2417,50,816
2418,52,906
2419,52,806
2420,52,734
2421,52,640
2422,50,804
2423,54,740
2424,54,812
2425,52,810
2426,52,732
2427,52,742
2428,54,660
2429,56,722
2430,52,744
2431,52,828
2432,50,1434
2433,54,1424
2434,50,648
2435,52,730
2436,52,720
2437,52,658
2438,56,714
2439,54,738
2440,50,818
2441,54,820
2442,52,718
2443,52,738
2444,54,812
2445,56,742
2446,54,738
2447,50,816
2448,54,730
2449,52,810
2450,54,876
2451,56,668
2452,50,726
2453,48,1426
2454,50,894
2455,52,986
2456,54,1106
2457,52,980
2458,52,970
2459,56,912
2460,54,908
2461,52,908
2462,52,902
2463,54,902
2464,54,984
2465,52,900
2466,52,988
2467,52,906
2468,50,900
2469,56,982
2470,52,868
2471,54,1072
2472,52,988
2473,52,1146
2474,52,982
2475,52,738
2476,52,992
2477,52,1408
2478,56,964
2479,54,804
2480,50,1298
2481,54,922
2482,52,968
2483,50,810
2484,50,818
2485,48,1128
2486,50,918
2487,50,902
2488,58,974
2489,56,976
2490,52,980
2491,52,804
2492,52,814
2493,52,750
2494,52,712
2495,52,804
2496,52,640
2497,52,806
2498,56,1418
2499,50,880
2500,56,966
2501,52,964
2502,56,986
2503,52,816
2504,52,874
2505,54,994
2506,52,910
2507,52,864
2508,54,834
2509,50,1004
2510,48,902
2511,52,1070
2512,52,1068
2513,54,980
2514,56,960
2515,54,964
2516,52,986
2517,50,1060
2518,52,988
2519,50,942
2520,54,930
2521,52,812
2522,54,1450
2523,54,1232
2524,52,878
2525,52,834
2526,52,934
2527,52,986
2528,52,980
2529,50,1072
2530,52,972
2531,52,832
2532,52,804
2533,54,1068
2534,50,988
2535,50,890
2536,52,920
2537,50,1056
2538,52,1180
2539,54,908
2540,56,1070
2541,56,914
2542,52,988
2543,52,1148
2544,54,1152
2545,54,914
2546,56,910
2547,50,972
2548,50,1352
2549,54,962
2550,56,888
2551,52,912
2552,52,986
2553,50,964
2554,52,1400
2555,52,988
2556,56,970
2557,48,1360
2558,52,1178
2559,52,908
2560,54,906
2561,56,974
2562,54,814
2563,52,1062
2564,52,1026
2565,52,1052
2566,50,1062
2567,50,1420
2568,58,906
2569,54,992
2570,52,802
2571,52,918
2572,50,912
2573,52,892
2574,52,1052
2575,54,904
2576,56,904
2577,50,898
2578,52,820
2579,52,988
2580,52,1184
2581,54,1434
2582,56,1362
2583,52,830
2584,52,990
2585,54,888
2586,56,988
2587,54,1074
2588,52,978
2589,52,828
2590,52,912
2591,52,1002
2592,52,906
2593,52,890
2594,50,1412
2595,54,748
2596,52,742
2597,56,812
2598,52,794
2599,52,806
2600,54,790
2601,56,738
2602,50,750
2603,54,1028
2604,52,872
2605,50,802
2606,54,742
2607,50,652
2608,56,810
2609,52,812
2610,50,742
2611,52,748
2612,50,814
2613,54,644
2614,50,740
2615,52,756
2616,50,808
2617,52,814
2618,54,738
2619,54,1028
2620,52,1090
2621,52,656
2622,52,736
2623,50,826
2624,52,818
2625,48,834
2626,50,752
2627,52,794
2628,50,820
2629,50,734
2630,54,754
2631,54,822
2632,52,820
2633,52,726
2634,54,826
2635,52,672
2636,54,754
2637,56,816
2638,56,646
2639,50,740
2640,54,832
2641,50,652
2642,52,752
2643,54,746
2644,52,752
2645,54,654
2646,54,712
2647,50,872
2648,54,748
2649,50,832
2650,52,970
2651,48,1454
2652,56,982
2653,52,888
2654,54,810
2655,48,986
2656,50,972
2657,52,996
2658,52,990
2659,52,918
2660,52,978
2661,54,916
2662,50,1114
2663,56,902
2664,52,918
2665,48,814
2666,50,1124
2667,52,904
2668,52,980
2669,50,990
2670,54,886
2671,56,1052
2672,52,1094
2673,52,1068
2674,52,1044
2675,48,1062
2676,56,994
2677,54,976
2678,52,982
2679,52,972
2680,50,974
2681,52,1492
2682,52,914
2683,52,1094
2684,54,902
2685,50,980
2686,50,976
2687,52,1074
2688,56,998
2689,52,830
2690,52,814
2691,52,1066
2692,54,904
2693,50,910
2694,54,1084
2695,56,970
2696,52,1068
2697,56,928
2698,52,1108
2699,54,1098
2700,52,910
2701,52,994
2702,52,890
2703,52,994
2704,52,1022
2705,52,1436
2706,52,920
2707,54,984
2708,56,984
2709,52,980
2710,52,886
2711,52,844
2712,50,922
2713,50,982
2714,56,978
2715,54,980
2716,52,988
2717,52,982
2718,52,1080
2719,54,902
2720,54,1080
2721,52,1044
2722,52,908
2723,52,820
2724,50,816
2725,56,1060
2726,56,1412
2727,52,900
2728,52,810
2729,56,1096
2730,56,976
2731,52,974
2732,52,994
2733,52,918
2734,54,974
2735,50,992
2736,52,902
2737,50,988
2738,50,1064
2739,52,982
2740,52,972
2741,50,996
2742,52,1048
2743,52,932
2744,52,980
2745,52,998
2746,54,908
2747,52,1446
2748,52,1146
2749,52,996
2750,52,992
2751,50,980
2752,54,886
2753,54,916
2754,50,1008
2755,50,852
2756,52,808
2757,50,968
2758,54,1464
2759,48,990
2760,54,920
2761,52,882
2762,52,1218
2763,52,1062
2764,52,876
2765,50,888
2766,52,1244
2767,52,1112
2768,56,748
2769,54,570
2770,52,822
2771,52,1264
2772,56,820
2773,52,734
2774,56,742
2775,52,828
2776,54,806
2777,52,908
2778,50,680
2779,54,740
2780,52,744
2781,52,740
2782,54,710
2783,52,726
2784,52,826
2785,50,756
2786,52,894
2787,52,822
2788,50,826
2789,52,812
2790,52,732
2791,52,740
2792,52,812
2793,54,748
2794,50,748
2795,52,744
2796,52,646
2797,56,660
2798,54,820
2799,52,826
2800,52,808
2801,54,746
2802,52,834
2803,52,640
2804,54,754
2805,50,816
2806,54,882
2807,48,750
2808,54,828
2809,52,820
2810,50,758
2811,56,640
2812,52,806
2813,52,814
2814,56,730
2815,54,966
2816,54,1638
2817,54,1490
2818,52,812
2819,54,708
2820,54,822
2821,58,820
2822,58,650
2823,52,842
2824,52,1420
2825,52,1524
2826,50,1558
2827,50,920
2828,52,818
2829,52,920
2830,52,912
2831,52,814
2832,50,876
2833,50,1322
2834,50,1140
2835,52,964
2836,54,886
2837,52,998
2838,52,1466
2839,52,888
2840,52,872
2841,50,974
2842,52,908
2843,52,1082
2844,52,972
2845,52,972
2846,56,986
2847,52,1020
2848,56,834
2849,52,902
2850,52,978
2851,50,970
2852,52,974
2853,52,968
2854,50,912
2855,50,970
2856,52,906
2857,56,816
2858,54,972
2859,52,982
2860,52,1078
2861,50,972
2862,54,900
2863,52,1192
2864,54,888
2865,52,984
2866,54,972
2867,52,1038
2868,52,886
2869,50,980
2870,54,1014
2871,50,964
2872,48,832
2873,52,880
2874,54,1364
2875,52,978
2876,54,960
2877,54,996
2878,52,914
2879,50,904
2880,50,916
2881,50,1052
2882,56,874
2883,50,904
2884,50,986
2885,50,992
2886,52,902
2887,52,1070
2888,52,988
2889,56,1000
2890,54,984
2891,50,1064
2892,52,1422
2893,52,902
2894,52,902
2895,52,1068
2896,56,1004
2897,50,902
2898,52,890
2899,52,994
2900,52,920
2901,50,1166
2902,54,914
2903,54,916
2904,52,996
2905,50,810
2906,56,1094
2907,56,970
2908,54,824
2909,52,1098
2910,52,918
2911,54,742
2912,52,1060
2913,52,742
2914,50,742
2915,52,994
2916,50,980
2917,52,894
2918,52,886
2919,50,916
2920,52,968
2921,52,892
2922,54,1624
2923,56,968
2924,52,814
2925,54,1124
2926,50,974
2927,52,908
2928,54,910
2929,52,898
2930,50,880
2931,52,960
2932,52,976
2933,52,978
2934,52,978
2935,50,874
2936,50,922
2937,50,804
2938,56,908
2939,52,912
2940,54,1008
2941,50,902
2942,50,1040
2943,54,904
2944,56,988
2945,50,982
2946,54,1016
2947,52,988
2948,52,976
2949,58,900
2950,52,1060
2951,50,982
2952,52,920
2953,52,886
2954,54,970
2955,52,912
2956,54,910
2957,52,978
2958,50,742
2959,52,898
2960,52,1106
2961,52,986
2962,56,902
2963,54,904
2964,54,904
2965,56,900
2966,52,914
2967,52,1014
2968,56,1188
2969,50,960
2970,56,980
2971,50,986
2972,52,1318
2973,50,906
2974,52,900
2975,54,812
2976,52,982
2977,52,1042
2978,52,972
2979,52,906
2980,54,902
2981,52,890
2982,54,912
2983,54,916
2984,56,986
2985,50,972
2986,52,918
2987,52,1104
2988,54,964
2989,50,1224
2990,50,906
2991,52,980
2992,54,1058
2993,52,912
2994,50,992
2995,52,902
2996,48,912
2997,52,986
2998,54,1042
2999,52,1064
3000,54,912
3001,54,1232
3002,52,1062
3003,52,828
3004,52,806
3005,52,1082
3006,52,978
3007,54,914
3008,52,992
3009,54,910
3010,52,906
3011,54,1092
3012,54,844
3013,52,1420
3014,50,908
3015,52,912
3016,52,1050
3017,58,1064
3018,58,832
3019,50,814
3020,52,976
3021,50,998
3022,52,958
3023,54,966
3024,52,974
3025,52,964
3026,54,812
3027,50,840
3028,56,988
3029,50,894
3030,50,982
3031,52,976
3032,54,1074
3033,52,896
3034,52,996
3035,58,902
3036,52,906
3037,50,898
3038,50,880
3039,52,1106
3040,52,918
3041,52,1094
3042,54,844
3043,50,900
3044,50,908
3045,52,842
3046,48,906
3047,52,1060
3048,54,976
3049,52,804
3050,50,978
3051,56,974
3052,52,912
3053,52,910
3054,54,920
3055,50,918
3056,56,1330
3057,52,982
3058,56,984
3059,56,1428
3060,52,826
3061,56,818
3062,54,980
3063,50,902
3064,50,900
3065,54,1008
3066,56,912
3067,52,900
3068,54,974
3069,54,1122
3070,54,1148
3071,54,1492
3072,56,1478
3073,54,1610
3074,54,872
3075,52,816
3076,52,1096
3077,54,974
3078,54,982
3079,54,998
3080,54,1062
3081,52,908
3082,54,892
3083,54,892
3084,52,1076
3085,54,1016
3086,52,910
3087,50,834
3088,54,898
3089,54,914
3090,52,906
3091,52,846
3092,52,1366
3093,54,974
3094,50,974
3095,52,876
3096,50,1062
3097,52,846
3098,52,904
3099,52,882
3100,50,976
3101,54,974
3102,54,900
3103,56,954
3104,52,836
3105,52,978
3106,54,976
3107,56,900
3108,52,898
3109,50,1432
3110,52,880
3111,52,910
3112,56,994
3113,54,956
3114,54,920
3115,52,982
3116,52,1066
3117,52,890
3118,54,1108
3119,52,902
3120,52,902
3121,54,910
3122,52,964
3123,56,974
3124,52,988
3125,52,1016
3126,54,908
3127,52,904
3128,50,972
3129,50,1204
3130,54,982
3131,52,904
3132,56,1106
3133,52,998
3134,54,974
3135,58,990
3136,52,974
3137,54,1080
3138,52,1192
3139,52,1424
3140,52,912
3141,52,974
3142,50,912
3143,54,980
3144,52,914
3145,52,908
3146,54,906
3147,54,898
3148,50,978
3149,54,918
3150,52,978
3151,50,908
3152,54,968
3153,52,840
3154,52,888
3155,52,900
3156,52,974
3157,52,988
3158,50,1156
3159,54,1082
3160,52,1092
3161,50,1084
3162,52,974
3163,54,1200
3164,52,1186
3165,52,830
3166,54,908
3167,52,1096
3168,54,1102
3169,54,984
3170,52,914
3171,56,892
3172,50,914
3173,54,980
3174,50,882
3175,52,982
3176,58,984
3177,52,916
3178,52,982
3179,54,896
3180,52,912
3181,50,962
3182,56,926
3183,52,976
3184,56,1260
3185,54,1416
3186,50,744
3187,52,714
3188,54,798
3189,54,808
3190,50,748
3191,52,828
3192,50,802
3193,52,820
3194,54,800
3195,54,748
3196,54,834
3197,54,640
3198,54,824
3199,52,714
3200,54,846
3201,54,732
3202,52,732
3203,52,800
3204,54,712
3205,52,714
3206,52,1582
3207,52,744
3208,54,758
3209,52,824
3210,54,720
3211,52,810
3212,54,820
3213,50,672
3214,52,728
3215,52,810
3216,54,810
3217,52,674
3218,54,728
3219,52,640
3220,50,648
3221,52,906
3222,54,586
3223,54,592
3224,50,808
3225,52,724
3226,54,730
3227,54,748
3228,52,812
3229,52,652
3230,52,1424
3231,52,980
3232,56,918
3233,52,978
3234,54,802
3235,52,800
3236,54,900
3237,52,714
3238,52,826
3239,52,656
3240,54,652
3241,54,748
3242,52,732
3243,54,810
3244,54,812
3245,52,740
3246,50,804
3247,52,724
3248,54,740
3249,52,642
3250,54,836
3251,52,1812
3252,66,1490
3253,52,828
3254,52,904
3255,50,904
3256,54,984
3257,48,940
3258,52,978
3259,52,972
3260,52,844
3261,52,908
3262,50,980
3263,54,934
3264,54,972
3265,52,898
3266,52,980
3267,52,982
3268,54,906
3269,52,968
3270,50,1000
3271,50,966
3272,52,1184
3273,52,1184
3274,52,970
3275,54,922
3276,54,970
3277,52,912
3278,52,906
3279,50,812
3280,52,912
3281,50,900
3282,54,916
3283,54,878
3284,52,972
3285,50,902
3286,52,910
3287,52,1054
3288,52,906
3289,52,912
3290,52,1064
3291,52,974
3292,54,976
3293,54,1096
3294,50,984
3295,54,978
3296,52,1060
3297,52,1434
3298,56,1074
3299,52,826
3300,54,1078
3301,54,900
3302,50,1190
3303,52,884
3304,50,886
3305,52,910
3306,56,816
3307,54,980
3308,52,984
3309,52,974
3310,52,974
3311,52,988
3312,52,806
3313,56,914
3314,52,898
3315,56,878
3316,52,876
3317,54,1318
3318,60,1120
3319,50,898
3320,50,880
3321,52,818
3322,50,886
3323,52,892
3324,52,814
3325,50,896
3326,52,892
3327,54,892
3328,52,1058
3329,50,1074
3330,50,1678
3331,80,1288
3332,52,894
3333,54,814
3334,52,818
3335,50,910
3336,52,1084
3337,52,970
3338,54,980
3339,52,982
3340,50,970
3341,52,1112
3342,52,972
3343,52,980
3344,50,1230
3345,54,1238
3346,54,980
3347,56,972
3348,54,984
3349,52,892
3350,52,894
3351,56,910
3352,52,978
3353,50,804
3354,54,886
3355,50,1144
3356,52,1144
3357,52,1068
3358,52,918
3359,52,978
3360,54,968
3361,54,1012
3362,56,904
3363,58,900
3364,54,982
3365,52,1054
3366,50,1108
3367,50,962
3368,52,976
3369,50,890
3370,50,1010
3371,52,988
3372,58,976
3373,52,970
3374,56,904
3375,52,1000
3376,54,908
3377,54,914
3378,52,812
3379,50,916
3380,52,978
3381,56,904
3382,52,920
3383,50,958
3384,54,836
3385,54,908
3386,52,910
3387,52,820
3388,50,818
3389,52,1140
3390,50,830
3391,54,1034
3392,50,884
3393,54,814
3394,54,890
3395,56,890
3396,52,996
3397,52,812
3398,58,810
3399,52,826
3400,50,1096
3401,50,982
3402,54,978
3403,54,902
3404,54,880
3405,50,904
3406,54,986
3407,50,972
3408,52,1074
3409,52,1634
3410,48,1144
3411,52,980
3412,52,966
3413,54,972
3414,52,914
3415,52,974
3416,52,988
3417,52,972
3418,54,980
3419,52,974
3420,54,914
3421,54,966
3422,52,976
3423,52,980
3424,52,982
3425,56,980
3426,50,974
3427,50,810
3428,54,1276
3429,52,822
3430,50,974
3431,56,986
3432,52,1094
3433,54,892
3434,52,908
3435,50,820
3436,52,990
3437,54,910
3438,54,900
3439,54,984
3440,54,906
3441,52,894
3442,52,1426
3443,50,982
3444,50,914
3445,54,912
3446,54,972
3447,54,1268
3448,50,1080
3449,52,804
3450,54,998
3451,56,816
3452,56,844
3453,52,902
3454,50,898
3455,52,1094
3456,52,980
3457,54,974
3458,52,932
3459,56,896
3460,54,904
3461,56,986
3462,52,910
3463,52,1184
3464,56,1266
3465,52,902
3466,54,902
3467,54,894
3468,52,902
3469,54,908
3470,52,992
3471,50,894
3472,52,912
3473,56,998
3474,56,968
3475,52,1092
3476,52,990
3477,48,1016
3478,50,912
3479,54,976
3480,52,902
3481,54,1052
3482,52,900
3483,52,1060
3484,54,1378
3485,54,1532
3486,52,916
3487,52,1092
3488,50,968
3489,56,1074
3490,52,920
3491,54,982
3492,52,898
3493,54,912
3494,56,914
3495,54,972
3496,52,896
3497,52,974
3498,56,970
3499,52,1024
3500,54,972
3501,52,814
3502,52,902
3503,52,974
3504,52,976
3505,50,976
3506,52,908
3507,50,1118
3508,52,1118
3509,50,892
3510,52,1084
3511,52,986
3512,50,972
3513,54,852
3514,52,904
3515,52,1440
3516,54,908
3517,52,944
3518,52,884
3519,52,978
3520,50,992
3521,52,970
3522,50,982
3523,52,894
3524,54,982
3525,54,1008
3526,52,980
3527,56,996
3528,52,828
3529,52,1212
3530,68,1248
3531,50,922
3532,52,900
3533,52,978
3534,56,970
3535,50,986
3536,50,742
3537,52,744
3538,52,748
3539,50,666
3540,54,734
3541,54,746
3542,50,728
3543,52,814
3544,50,742
3545,58,828
3546,52,808
3547,54,746
3548,54,742
3549,50,818
3550,52,722
3551,54,806
3552,50,814
3553,50,1154
3554,58,1264
3555,52,748
3556,50,722
3557,54,916
3558,50,818
3559,56,810
3560,50,810
3561,52,1538
3562,52,1426
3563,52,1434
3564,52,914
3565,54,858
3566,54,686
3567,52,908
3568,52,902
3569,54,1048
3570,54,1054
3571,52,904
3572,54,988
3573,52,816
3574,52,982
3575,50,1434
3576,56,968
3577,52,990
3578,44,986
3579,50,952
3580,52,906
3581,52,900
3582,50,916
3583,50,978
3584,54,970
3585,52,888
3586,52,906
3587,52,1098
3588,50,904
3589,54,918
3590,58,762
3591,54,1070
3592,56,984
3593,52,810
3594,52,1002
3595,54,978
3596,50,982
3597,52,984
3598,54,1056
3599,50,990
3600,56,1342
3601,50,898
3602,50,908
3603,56,926
3604,54,1376
3605,52,912
3606,54,1368
3607,52,982
3608,52,984
3609,50,970
3610,52,988
3611,54,972
3612,50,980
3613,54,968
3614,52,1242
3615,54,1058
3616,54,900
3617,50,1000
3618,52,892
3619,56,896
3620,52,928
3621,52,984
3622,52,908
3623,50,1058
3624,54,966
3625,50,1416
3626,54,1078
3627,50,824
3628,50,1018
3629,56,978
3630,54,986
3631,58,1046
3632,50,962
3633,52,916
3634,52,900
3635,52,800
3636,54,812
3637,52,806
3638,54,814
3639,52,800
3640,54,824
3641,52,812
3642,50,664
3643,54,984
3644,52,654
3645,56,816
3646,54,810
3647,52,798
3648,52,884
3649,54,792
3650,52,818
3651,54,806
3652,50,912
3653,52,674
3654,54,1158
3655,52,1212
3656,54,972
3657,54,1118
3658,52,974
3659,50,990
3660,54,914
3661,52,906
3662,54,1076
3663,54,1058
3664,50,918
3665,54,984
3666,50,1060
3667,52,914
3668,50,894
3669,56,1084
3670,50,982
3671,50,908
3672,52,838
3673,56,922
3674,52,966
3675,50,902
3676,52,982
3677,50,980
3678,54,912
3679,56,742
3680,52,742
3681,54,814
3682,52,740
3683,56,724
3684,58,812
3685,52,888
3686,54,752
3687,54,1432
3688,56,980
3689,50,916
3690,50,978
3691,56,984
3692,52,838
3693,52,814
3694,54,912
3695,52,950
3696,54,980
3697,56,1080
3698,54,908
3699,54,912
3700,54,974
3701,52,780
3702,54,900
3703,54,910
3704,54,896
3705,56,966
3706,52,824
3707,54,896
3708,54,1500
3709,50,1302
3710,50,906
3711,52,910
3712,52,1012
3713,54,1066
3714,50,994
3715,52,904
3716,54,978
3717,54,972
3718,54,974
3719,58,888
3720,50,912
3721,56,980
3722,50,1086
3723,50,908
3724,52,914
3725,52,1110
3726,54,878
3727,50,1000
3728,52,1082
3729,54,1148
3730,52,898
3731,50,976
3732,52,908
3733,54,914
3734,54,1100
3735,50,900
3736,52,860
3737,50,892
3738,52,894
3739,54,972
3740,52,960
3741,52,978
3742,56,958
3743,52,988
3744,52,980
3745,52,900
3746,52,988
3747,52,968
3748,50,906
3749,52,896
3750,52,914
3751,50,964
3752,54,1286
3753,52,1096
3754,54,1424
3755,50,976
3756,52,984
3757,52,994
3758,52,994
3759,50,894
3760,52,908
3761,52,912
3762,52,728
3763,58,806
3764,52,814
3765,54,726
3766,52,804
3767,50,736
3768,56,734
3769,52,744
3770,52,812
3771,52,1088
3772,56,730
3773,54,734
3774,52,750
3775,52,1444
3776,52,834
3777,54,1008
3778,50,980
3779,54,918
3780,52,1066
3781,52,1084
3782,52,806
3783,54,916
3784,52,842
3785,52,970
3786,52,978
3787,52,974
3788,52,868
3789,52,736
3790,54,888
3791,54,1002
3792,56,1054
3793,52,968
3794,50,984
3795,54,966
3796,52,1102
3797,54,910
3798,52,900
3799,50,1344
3800,58,906
3801,60,1082
3802,54,970
3803,50,976
3804,50,820
3805,54,876
3806,50,882
3807,56,1216
3808,52,1382
3809,52,1548
3810,52,986
3811,52,908
3812,52,1102
3813,50,988
3814,52,976
3815,52,892
3816,52,1008
3817,52,802
3818,48,874
3819,52,880
3820,52,978
3821,54,1434
3822,52,974
3823,50,974
3824,56,910
3825,52,1098
3826,54,914
3827,52,986
3828,50,886
3829,50,984
3830,52,906
3831,52,936
3832,52,910
3833,52,968
3834,56,916
3835,52,1096
3836,52,1066
3837,56,948
3838,52,1004
3839,52,986
3840,54,980
3841,52,996
3842,52,986
3843,50,970
3844,50,986
3845,52,988
3846,50,1366
3847,52,910
3848,54,970
3849,52,970
3850,54,898
3851,52,972
3852,54,852
3853,54,996
3854,54,978
3855,54,974
3856,54,898
3857,54,886
3858,54,1276
3859,52,906
3860,52,912
3861,52,900
3862,54,908
3863,52,974
3864,52,988
3865,52,904
3866,56,906
3867,56,726
3868,54,918
3869,52,918
3870,54,988
3871,56,1828
3872,52,1084
3873,56,982
3874,56,984
3875,52,1294
3876,52,902
3877,52,840
3878,58,970
3879,54,988
3880,56,912
3881,52,918
3882,54,892
3883,54,904
3884,54,836
3885,56,904
3886,48,906
3887,54,972
3888,52,902
3889,50,966
3890,52,1070
3891,50,1002
3892,52,900
3893,52,1116
3894,52,1128
3895,52,974
3896,50,900
3897,52,1104
3898,52,872
3899,54,1064
3900,50,1256
3901,52,1250
3902,52,736
3903,52,892
3904,54,736
3905,48,730
3906,52,804
3907,54,812
3908,56,754
3909,54,656
3910,52,738
3911,56,808
3912,56,818
3913,52,752
3914,54,734
3915,52,734
3916,54,894
3917,54,794
3918,50,746
3919,50,740
3920,52,802
3921,54,794
3922,50,812
3923,52,728
3924,56,794
3925,52,1230
3926,52,736
3927,52,750
3928,50,744
3929,54,814
3930,52,760
3931,52,800
3932,54,750
3933,52,738
3934,54,746
3935,52,834
3936,50,652
3937,50,746
3938,52,740
3939,52,654
3940,50,752
3941,54,726
3942,52,798
3943,50,642
3944,52,824
3945,52,752
3946,52,1352
3947,54,908
3948,54,988
3949,54,980
3950,52,820
3951,52,988
3952,54,834
3953,50,954
3954,54,880
3955,50,898
3956,52,820
3957,56,826
3958,52,806
3959,52,884
3960,46,988
3961,50,924
3962,50,914
3963,52,972
3964,54,920
3965,54,914
3966,54,906
3967,52,898
3968,50,982
3969,54,1092
3970,54,1330
3971,50,1024
3972,52,970
3973,54,906
3974,52,1084
3975,52,984
3976,58,992
3977,52,830
3978,52,972
3979,52,972
3980,54,924
3981,54,994
3982,52,966
3983,56,942
3984,52,914
