run,l1_hit,l2_hit,l3_hit,ram_access
15563,32,32,48,180
15564,32,32,60,184
15565,32,32,52,184
15566,32,32,56,184
15567,32,32,48,180
15568,32,32,48,188
15569,32,32,60,180
15570,32,32,48,180
15571,32,32,56,184
15572,32,32,48,184
15573,32,32,56,180
15574,32,32,48,188
15575,32,32,56,188
15576,32,32,48,180
15577,32,32,56,180
15578,32,32,52,180
15579,32,32,60,184
15580,32,32,48,180
15581,32,32,56,180
15582,32,32,52,184
15583,32,32,48,184
15584,32,32,56,188
15585,32,32,48,180
15586,32,32,56,184
15587,32,32,52,180
15588,32,32,56,180
15589,32,32,48,180
15590,32,32,60,184
15591,32,32,52,184
15592,32,32,56,188
15593,32,32,52,184
15594,32,32,56,184
15595,32,32,48,184
15596,32,32,48,180
15597,32,32,56,180
15598,32,32,48,184
15599,32,32,56,184
15600,32,32,52,180
15601,32,32,60,188
15602,32,32,48,180
15603,32,32,60,184
15604,32,32,44,180
15605,32,32,60,184
15606,32,32,48,180
15607,32,32,56,184
15608,32,32,52,516
15609,32,32,56,184
15610,32,32,48,184
15611,32,32,52,180
15612,32,32,56,184
15613,32,32,48,184
15614,32,32,60,180
15615,32,32,44,180
15616,32,32,56,176
15617,32,32,48,180
15618,32,32,56,180
15619,32,32,48,180
15620,32,32,56,180
15621,32,32,48,180
15622,32,32,56,180
15623,32,32,48,184
15624,32,32,56,184
15625,32,32,48,180
15626,32,32,48,184
15627,32,32,56,772
15628,32,32,48,184
15629,32,32,60,180
15630,32,32,52,184
15631,32,32,56,184
15632,32,32,52,180
15633,32,32,56,180
15634,32,32,48,180
15635,32,32,56,184
15636,32,32,48,180
15637,32,32,56,184
15638,32,32,48,184
15639,32,32,48,184
15640,32,36,48,180
15641,32,32,48,184
15642,32,32,60,184
15643,32,32,52,184
15644,32,32,56,184
15645,32,32,48,184
15646,32,32,56,184
15647,32,32,48,184
15648,32,32,56,184
15649,32,32,48,184
15650,32,32,56,180
15651,32,32,48,184
15652,32,32,56,180
15653,32,32,48,184
15654,32,32,48,184
15655,32,32,56,184
15656,32,32,48,180
15657,32,32,56,184
15658,32,32,48,372
15659,32,32,52,184
15660,32,32,48,184
15661,32,32,56,184
15662,32,32,48,184
15663,32,32,56,184
15664,32,32,48,180
15665,32,32,56,184
15666,32,32,48,184
15667,32,32,56,184
15668,32,32,48,176
15669,32,32,48,180
15670,32,32,56,180
15671,32,32,48,176
15672,32,32,56,184
15673,32,32,52,184
15674,32,32,52,184
15675,32,32,48,180
15676,32,32,56,180
15677,32,32,48,184
15678,32,32,56,188
15679,32,32,48,180
15680,32,32,56,184
15681,32,32,48,184
15682,32,32,60,184
15683,32,32,48,180
15684,32,32,48,180
15685,32,32,56,180
15686,32,32,48,184
15687,32,32,60,180
15688,32,32,48,184
15689,32,32,56,180
15690,32,32,48,184
15691,32,32,60,528
15692,32,32,48,184
15693,32,32,56,184
15694,32,32,48,344
15695,32,32,56,180
15696,32,32,48,184
15697,32,32,52,180
15698,32,32,48,184
15699,32,32,48,184
15700,32,32,56,184
15701,32,32,48,180
15702,32,32,56,180
15703,32,32,48,180
15704,32,32,60,180
15705,32,32,48,184
15706,32,32,56,184
15707,32,32,52,180
15708,32,32,60,184
15709,32,32,48,180
15710,32,32,56,184
15711,32,32,48,184
15712,32,32,48,180
15713,32,32,56,180
15714,32,32,52,184
15715,32,32,56,180
15716,32,32,48,184
15717,32,32,56,180
15718,32,32,52,184
15719,32,32,56,184
15720,32,32,52,180
15721,32,32,56,184
15722,32,32,48,184
15723,32,32,56,184
15724,32,32,48,184
15725,32,32,56,180
15726,32,32,48,184
15727,32,32,48,184
15728,32,32,56,184
15729,32,32,48,184
15730,32,32,56,180
15731,32,32,48,184
15732,32,32,56,180
15733,32,32,48,184
15734,32,32,56,180
15735,32,32,44,184
15736,32,32,60,180
15737,32,32,48,180
15738,32,32,56,184
15739,32,32,48,184
15740,32,32,48,184
15741,32,32,48,184
15742,32,32,52,184
15743,32,32,56,180
15744,32,32,48,184
15745,32,32,56,180
15746,32,32,48,184
15747,32,32,60,184
15748,32,32,44,180
15749,32,32,60,180
15750,32,32,48,184
15751,32,32,56,180
15752,32,32,48,180
15753,32,32,56,180
15754,32,32,48,184
15755,32,32,48,184
15756,32,32,56,184
15757,32,32,48,184
15758,32,32,56,184
15759,32,32,48,180
15760,32,32,56,180
15761,32,32,48,184
15762,32,32,56,300
15763,32,32,48,180
15764,32,32,56,180
15765,32,32,48,184
15766,32,32,60,184
15767,32,32,48,184
15768,32,32,56,184
15769,32,32,48,184
15770,32,32,48,180
15771,32,32,56,180
15772,32,32,48,184
15773,32,32,56,184
15774,32,32,48,184
15775,32,32,56,180
15776,32,32,48,180
15777,32,32,56,180
15778,32,32,48,184
15779,32,32,60,184
15780,32,32,48,184
15781,32,32,60,180
15782,32,32,48,184
15783,32,32,56,180
15784,32,32,48,180
15785,32,32,48,184
15786,32,32,56,184
15787,32,32,48,180
15788,32,32,56,548
15789,32,32,48,184
15790,32,32,56,184
15791,32,32,48,184
15792,32,32,56,184
15793,32,32,48,184
15794,32,32,56,180
15795,32,32,48,180
15796,32,32,56,184
15797,32,32,48,184
15798,32,32,48,180
15799,32,32,56,188
15800,32,32,48,184
15801,32,32,56,180
15802,32,32,52,180
15803,32,32,60,180
15804,32,32,48,184
15805,32,32,56,184
15806,32,32,48,184
15807,32,32,56,184
15808,32,32,52,180
15809,32,32,56,184
15810,32,32,48,180
15811,32,32,56,184
15812,32,32,48,180
15813,32,32,48,180
15814,32,32,56,184
15815,32,32,48,180
15816,32,32,56,180
15817,32,32,52,180
15818,32,32,56,184
15819,32,32,48,184
15820,32,32,56,196
15821,32,32,48,184
15822,32,32,56,184
15823,32,32,48,184
15824,32,32,56,188
15825,32,32,48,184
15826,32,32,56,180
15827,32,32,48,184
15828,32,32,48,180
15829,32,32,56,184
15830,32,32,48,180
15831,32,32,56,180
15832,32,32,48,184
15833,32,32,56,180
15834,32,32,52,216
15835,32,32,56,184
15836,32,32,48,184
15837,32,32,56,180
15838,32,32,48,184
15839,32,32,56,184
15840,32,32,48,184
15841,32,32,48,184
15842,32,32,48,184
15843,32,32,48,184
15844,32,32,56,184
15845,32,32,48,180
15846,32,32,56,180
15847,32,32,48,180
15848,32,32,56,180
15849,32,32,48,184
15850,32,32,56,184
15851,32,32,48,180
15852,32,32,56,184
15853,32,32,48,180
15854,32,32,60,184
15855,32,32,48,184
15856,32,32,52,184
15857,32,32,56,180
15858,32,32,52,180
15859,32,32,56,184
15860,32,32,48,180
15861,32,32,56,184
15862,32,32,48,832
15863,32,32,56,184
15864,32,32,48,184
15865,32,32,56,180
15866,32,32,48,188
15867,32,32,56,184
15868,32,32,48,180
15869,32,32,56,180
15870,32,32,52,184
15871,32,32,48,184
15872,32,32,56,184
15873,32,32,48,184
15874,32,32,56,184
15875,32,32,52,180
15876,32,32,56,180
15877,32,32,52,184
15878,32,32,56,184
15879,32,32,52,184
15880,32,32,56,184
15881,32,32,48,180
15882,32,32,56,184
15883,32,32,48,180
15884,32,32,56,708
15885,32,32,44,180
15886,32,32,48,184
15887,32,32,56,184
15888,32,32,52,180
15889,32,32,56,200
15890,32,32,48,180
15891,32,32,56,184
15892,32,32,52,184
15893,32,32,56,184
15894,32,32,48,180
15895,32,32,56,184
15896,32,32,52,184
15897,32,32,56,180
15898,32,32,48,184
15899,32,32,56,184
15900,32,32,48,184
15901,32,32,52,184
15902,32,32,56,184
15903,32,32,48,180
15904,32,32,56,180
15905,32,32,48,184
15906,32,32,56,180
15907,32,32,52,180
15908,32,32,56,184
15909,32,32,48,180
15910,32,32,56,180
15911,32,32,48,184
15912,32,32,56,180
15913,32,32,48,180
15914,32,32,52,184
15915,32,32,56,184
15916,32,32,48,180
15917,32,32,56,180
15918,32,32,48,180
15919,32,32,56,180
15920,32,32,48,180
15921,32,32,56,184
15922,32,32,48,180
15923,32,32,56,184
15924,32,32,48,300
15925,32,32,56,184
15926,32,32,48,180
15927,32,32,56,180
15928,32,32,48,184
15929,32,32,48,180
15930,32,32,56,184
15931,32,32,48,180
15932,32,32,56,184
15933,32,32,48,184
15934,32,32,56,184
15935,32,32,48,180
15936,32,32,56,184
15937,32,32,48,184
15938,32,32,56,184
15939,32,32,48,184
15940,32,32,60,180
15941,32,32,48,180
15942,32,32,60,180
15943,32,32,52,184
15944,32,32,48,180
15945,32,32,56,180
15946,32,32,48,188
15947,32,32,56,184
15948,32,32,48,184
15949,32,32,56,184
15950,32,32,48,180
15951,32,32,56,184
15952,32,32,48,184
15953,32,32,56,184
15954,32,32,44,180
15955,32,32,56,184
15956,32,32,48,180
15957,32,32,52,184
15958,32,32,48,184
15959,32,32,48,184
15960,32,32,56,180
15961,32,32,48,184
15962,32,32,56,184
15963,32,32,48,184
15964,32,32,56,180
15965,32,32,48,180
15966,32,32,56,180
15967,32,32,48,180
15968,32,32,60,180
15969,32,32,48,184
15970,32,32,56,180
15971,32,32,48,184
15972,32,32,48,180
15973,32,32,60,184
15974,32,32,52,184
15975,32,32,52,184
15976,32,32,48,180
15977,32,32,56,180
15978,32,32,48,184
15979,32,32,56,180
15980,32,32,44,180
15981,32,32,56,184
15982,32,32,48,184
15983,32,32,56,184
15984,32,32,52,180
15985,32,32,56,184
15986,32,32,48,180
15987,32,32,48,184
15988,32,32,56,184
15989,32,32,48,180
15990,32,32,56,184
15991,32,32,48,184
15992,32,32,56,180
15993,32,32,48,184
15994,32,32,56,184
15995,32,32,48,180
15996,32,32,56,180
15997,32,32,48,184
15998,32,32,56,180
15999,32,32,48,488
16000,32,32,56,188
16001,32,32,48,184
16002,32,32,48,184
16003,32,32,56,180
16004,32,32,48,180
16005,32,32,56,176
16006,32,32,44,180
16007,32,32,56,180
16008,32,32,48,188
16009,32,32,56,180
16010,32,32,48,180
16011,32,32,56,184
16012,32,32,48,180
16013,32,32,56,184
16014,32,32,48,180
16015,32,32,48,180
16016,32,32,56,180
16017,32,32,48,180
16018,32,32,60,184
16019,32,32,52,184
16020,32,32,56,180
16021,32,32,44,180
16022,32,32,56,184
16023,32,32,48,180
16024,32,32,56,180
16025,32,32,48,188
16026,32,32,56,184
16027,32,32,48,180
16028,32,32,56,816
16029,32,32,52,184
16030,32,32,48,460
16031,32,32,56,184
16032,32,32,44,188
16033,32,32,56,180
16034,32,32,48,184
16035,32,32,56,184
16036,32,32,48,180
16037,32,32,56,184
16038,32,32,48,184
16039,32,32,56,188
16040,32,32,48,180
16041,32,32,56,184
16042,32,32,52,180
16043,32,32,56,184
16044,32,32,48,188
16045,32,32,48,180
16046,32,32,56,184
16047,32,32,48,184
16048,32,32,56,180
16049,32,32,48,180
16050,32,32,60,180
16051,32,32,48,180
16052,32,32,52,180
16053,32,32,48,180
16054,32,32,56,184
16055,32,32,48,184
16056,32,32,56,180
16057,32,32,48,184
16058,32,32,60,184
16059,32,32,48,184
16060,32,32,52,184
16061,32,32,56,184
16062,32,32,48,184
16063,32,32,56,180
16064,32,32,48,184
16065,32,32,56,184
16066,32,32,48,180
16067,32,32,56,184
16068,32,32,48,184
16069,32,32,56,184
16070,32,32,48,180
16071,32,32,56,184
16072,32,32,48,180
16073,32,32,44,184
16074,32,32,56,188
16075,32,32,48,184
16076,32,32,56,184
16077,32,32,48,180
16078,32,32,56,184
16079,32,32,48,180
16080,32,32,56,180
16081,32,32,48,184
16082,32,32,56,184
16083,32,32,48,184
16084,32,32,56,184
16085,32,32,48,184
16086,32,32,60,184
16087,32,32,48,180
16088,32,32,48,184
16089,32,32,56,184
16090,32,32,48,180
16091,32,32,56,180
16092,32,32,52,180
16093,32,32,56,180
16094,32,32,48,180
16095,32,32,56,184
16096,32,32,48,184
16097,32,32,56,184
16098,32,32,48,180
16099,32,32,60,180
16100,32,32,48,180
16101,32,32,56,184
16102,32,32,48,184
16103,32,32,52,180
16104,32,32,56,184
16105,32,32,48,180
16106,32,32,56,184
16107,32,32,48,184
16108,32,32,56,188
16109,32,32,48,184
16110,32,32,56,184
16111,32,32,48,184
16112,32,32,56,188
16113,32,32,48,184
16114,32,32,56,180
16115,32,32,48,184
16116,32,32,56,184
16117,32,32,48,184
16118,32,32,52,180
16119,32,32,56,180
16120,32,32,48,180
16121,32,32,56,184
16122,32,32,48,180
16123,32,32,56,180
16124,32,32,48,184
16125,32,32,56,184
16126,32,32,48,180
16127,32,32,56,184
16128,32,32,48,180
16129,32,32,56,180
16130,32,32,48,180
16131,32,32,48,184
16132,32,32,56,180
16133,32,32,48,180
16134,32,32,56,184
16135,32,32,48,184
16136,32,32,56,184
16137,32,32,52,180
16138,32,32,56,184
16139,32,32,48,180
16140,32,32,56,184
16141,32,32,48,180
16142,32,32,56,184
16143,32,32,52,180
16144,32,32,56,180
16145,32,32,48,184
16146,32,32,48,180
16147,32,32,56,180
16148,32,32,48,180
16149,32,32,56,184
16150,32,32,52,184
16151,32,32,56,180
16152,32,32,48,184
16153,32,32,56,184
16154,32,32,52,180
16155,32,32,56,180
16156,32,32,48,184
16157,32,32,60,188
16158,32,32,48,844
16159,32,32,56,180
16160,32,32,48,184
16161,32,32,48,184
16162,32,32,56,184
16163,32,32,48,184
16164,32,32,56,184
16165,32,32,48,184
16166,32,32,56,184
16167,32,32,48,188
16168,32,32,60,180
16169,32,32,48,180
16170,32,32,56,180
16171,32,32,48,180
16172,32,32,56,184
16173,32,32,52,184
16174,32,32,48,184
16175,32,32,48,216
16176,32,32,48,184
16177,32,32,56,180
16178,32,32,48,184
16179,32,32,56,184
16180,32,32,48,184
16181,32,32,60,184
16182,32,32,48,184
16183,32,32,56,180
16184,32,32,48,184
16185,32,32,56,184
16186,32,32,48,184
16187,32,32,56,184
16188,32,32,48,184
16189,32,32,48,180
16190,32,32,56,184
16191,32,32,52,180
16192,32,32,56,184
16193,32,32,48,184
16194,32,32,56,180
16195,32,32,48,188
16196,32,32,56,180
16197,32,32,52,180
16198,32,32,56,180
16199,32,32,48,184
16200,32,32,56,184
16201,32,32,48,184
16202,32,32,56,180
16203,32,32,48,180
16204,32,32,48,180
16205,32,32,56,184
16206,32,32,52,184
16207,32,32,56,180
16208,32,32,48,184
16209,32,32,56,184
16210,32,32,48,184
16211,32,32,56,180
16212,32,32,48,180
16213,32,32,56,188
16214,32,32,48,180
16215,32,32,60,180
16216,32,32,48,180
16217,32,32,56,184
16218,32,32,52,184
16219,32,32,48,184
16220,32,32,56,184
16221,32,32,48,184
16222,32,32,60,180
16223,32,32,48,184
16224,32,32,56,180
16225,32,32,48,180
16226,32,32,56,180
16227,32,32,48,180
16228,32,32,56,184
16229,32,32,48,184
16230,32,32,52,184
16231,32,32,48,180
16232,32,32,48,184
16233,32,32,60,184
16234,32,32,48,180
16235,32,32,56,184
16236,32,32,48,184
16237,32,32,56,184
16238,32,32,48,184
16239,32,32,56,180
16240,32,32,48,180
16241,32,32,56,180
16242,32,32,44,268
16243,32,32,56,188
16244,32,32,48,184
16245,32,32,56,180
16246,32,32,48,180
16247,32,32,48,184
16248,32,32,56,184
16249,32,32,48,184
16250,32,32,56,184
16251,32,32,48,180
16252,32,32,60,184
16253,32,32,48,184
16254,32,32,60,180
16255,32,32,48,184
16256,32,32,60,180
16257,32,32,48,180
16258,32,32,56,180
16259,32,32,48,368
16260,32,32,56,180
16261,32,32,48,180
16262,32,32,48,184
16263,32,32,56,188
16264,32,32,48,184
16265,32,32,56,180
16266,32,32,48,184
16267,32,32,56,180
16268,32,32,48,184
16269,32,32,56,180
16270,32,32,44,180
16271,32,32,56,184
16272,32,32,48,184
16273,32,32,56,180
16274,32,32,52,188
16275,32,32,48,180
16276,32,32,56,180
16277,32,32,48,184
16278,32,32,56,184
16279,32,32,48,180
16280,32,32,56,184
16281,32,32,48,184
16282,32,32,56,184
16283,32,32,48,184
16284,32,32,56,184
16285,32,32,48,184
16286,32,32,56,184
16287,32,32,48,184
16288,32,32,56,180
16289,32,32,48,184
16290,32,32,48,184
16291,32,32,56,184
16292,32,32,48,184
16293,32,32,56,184
16294,32,32,48,184
16295,32,32,56,180
16296,32,32,48,180
16297,32,32,60,184
16298,32,32,52,616
16299,32,32,60,180
16300,32,32,52,180
16301,32,32,56,180
16302,32,32,48,184
16303,32,32,56,180
16304,32,32,52,736
16305,32,32,48,184
16306,32,32,56,184
16307,32,32,48,188
16308,32,32,56,180
16309,32,32,48,184
16310,32,32,56,180
16311,32,32,48,184
16312,32,32,56,180
16313,32,32,48,180
16314,32,32,56,184
16315,32,32,48,184
16316,32,32,60,180
16317,32,32,48,188
16318,32,32,48,180
16319,32,36,48,184
16320,32,32,52,184
16321,32,32,56,184
16322,32,32,48,184
16323,32,32,56,180
16324,32,32,52,180
16325,32,32,60,180
16326,32,32,52,184
16327,32,32,52,180
16328,32,32,48,184
16329,32,32,56,184
16330,32,32,48,180
16331,32,32,56,184
16332,32,32,48,580
16333,32,32,48,184
16334,32,32,56,188
16335,32,32,52,180
16336,32,32,60,184
16337,32,32,48,184
16338,32,32,56,180
16339,32,32,48,184
16340,32,32,56,184
16341,32,32,48,184
16342,32,32,56,180
16343,32,32,48,184
16344,32,32,60,180
16345,32,32,48,184
16346,32,32,56,180
16347,32,32,48,180
16348,32,32,48,184
16349,32,32,60,184
16350,32,32,48,684
16351,32,32,60,180
16352,32,32,48,180
16353,32,32,56,180
16354,32,32,48,180
16355,32,32,52,180
16356,32,32,52,184
16357,32,32,56,184
16358,32,32,48,180
16359,32,32,60,180
16360,32,32,48,180
16361,32,32,56,180
16362,32,32,48,180
16363,32,32,48,184
16364,32,32,56,184
16365,32,32,48,184
16366,32,32,56,180
16367,32,32,48,184
16368,32,32,56,180
16369,32,32,48,184
16370,32,32,56,184
16371,32,32,48,180
16372,32,32,56,184
16373,32,32,48,180
16374,32,32,52,180
16375,32,32,48,184
16376,32,32,48,184
16377,32,36,48,180
16378,32,32,48,184
16379,32,32,56,180
16380,32,32,48,184
16381,32,32,56,184
16382,32,32,48,744
16383,32,32,52,188
16384,32,32,48,180
16385,32,32,56,180
16386,32,32,48,184
16387,32,32,56,184
16388,32,32,48,184
16389,32,32,56,184
16390,32,32,48,180
16391,32,32,48,180
16392,32,32,56,184
16393,32,32,48,184
16394,32,32,56,184
16395,32,32,52,184
16396,32,32,60,180
16397,32,32,48,184
16398,32,32,56,184
16399,32,32,48,184
16400,32,32,60,184
16401,32,32,48,180
16402,32,32,56,180
16403,32,32,48,184
16404,32,32,60,184
16405,32,32,48,180
16406,32,32,48,184
16407,32,32,56,184
16408,32,32,52,184
16409,32,32,56,180
16410,32,32,48,184
16411,32,32,56,184
16412,32,32,52,184
16413,32,32,56,284
16414,32,32,48,184
16415,32,32,56,180
16416,32,32,48,184
16417,32,32,56,184
16418,32,32,48,184
16419,32,32,56,180
16420,32,32,52,184
16421,32,32,52,184
16422,32,32,56,184
16423,32,32,48,184
16424,32,32,60,184
16425,32,32,48,184
16426,32,32,56,184
16427,32,32,48,180
16428,32,32,60,184
16429,32,32,48,188
16430,32,32,56,184
16431,32,32,48,184
16432,32,32,56,180
16433,32,32,48,184
16434,32,32,48,188
16435,32,32,52,180
16436,32,32,48,180
16437,32,32,56,184
16438,32,32,48,184
16439,32,32,56,184
16440,32,32,48,184
16441,32,32,56,184
16442,32,32,52,180
16443,32,32,56,184
16444,32,32,48,184
16445,32,32,60,180
16446,32,32,48,184
16447,32,32,56,180
16448,32,32,44,180
16449,32,32,52,180
16450,32,32,56,180
16451,32,32,48,180
16452,32,32,56,184
16453,32,32,52,184
16454,32,32,56,184
16455,32,32,48,180
16456,32,32,56,180
16457,32,32,48,180
16458,32,32,56,184
16459,32,32,52,180
16460,32,32,56,180
16461,32,32,48,184
16462,32,32,60,188
16463,32,32,48,184
16464,32,32,48,180
16465,32,32,56,184
16466,32,32,48,180
16467,32,32,60,180
16468,32,32,48,184
16469,32,32,56,180
16470,32,32,52,184
16471,32,32,56,184
16472,32,32,48,184
16473,32,32,60,184
16474,32,32,48,180
16475,32,32,56,184
16476,32,32,48,184
16477,32,32,56,184
16478,32,32,48,184
16479,32,32,48,188
16480,32,32,60,188
16481,32,32,48,184
16482,32,32,56,180
16483,32,32,48,180
16484,32,32,56,180
16485,32,32,48,180
16486,32,32,56,180
16487,32,32,48,184
16488,32,32,60,184
16489,32,32,48,184
16490,32,32,56,184
16491,32,32,48,184
16492,32,32,56,184
16493,32,32,48,184
16494,32,32,48,184
16495,32,32,60,180
16496,32,32,48,184
16497,32,32,56,184
16498,32,32,48,188
16499,32,32,56,180
16500,32,32,48,180
16501,32,32,52,184
16502,32,32,48,184
16503,32,32,56,180
16504,32,32,48,184
16505,32,32,56,180
16506,32,32,48,184
16507,32,32,48,184
16508,32,32,56,180
16509,32,32,48,184
16510,32,32,56,180
16511,32,32,52,180
16512,32,32,56,180
16513,32,32,48,180
16514,32,32,56,180
16515,32,32,48,180
16516,32,32,56,184
16517,32,32,48,180
16518,32,32,56,184
16519,32,32,48,184
16520,32,32,60,184
16521,32,32,48,180
16522,32,32,48,184
16523,32,32,60,184
16524,32,32,48,184
16525,32,32,56,184
16526,32,32,48,184
16527,32,32,56,184
16528,32,32,44,184
16529,32,32,56,184
16530,32,32,48,184
16531,32,32,56,180
16532,32,32,48,184
16533,32,32,56,180
16534,32,32,48,184
16535,32,32,56,184
16536,32,32,48,184
16537,32,32,48,180
16538,32,32,56,184
16539,32,32,48,184
16540,32,32,56,184
16541,32,32,48,184
16542,32,32,56,184
16543,32,32,52,180
16544,32,32,56,180
16545,32,32,48,180
16546,32,32,56,184
16547,32,32,48,484
16548,32,32,52,180
16549,32,32,48,180
16550,32,32,48,8504
16551,32,32,48,184
16552,32,32,48,184
16553,32,32,56,836
16554,32,32,48,184
16555,32,32,56,184
16556,32,32,48,184
16557,32,32,56,180
16558,32,32,48,184
16559,32,32,56,180
16560,32,32,48,180
16561,32,32,56,180
16562,32,32,48,808
16563,32,32,56,180
16564,32,32,52,184
16565,32,32,48,184
16566,32,32,60,180
16567,32,32,48,184
16568,32,32,56,180
16569,32,32,48,180
16570,32,32,60,184
16571,32,32,48,180
16572,32,32,56,180
16573,32,32,48,180
16574,32,32,56,184
16575,32,32,48,184
16576,32,32,56,852
16577,32,32,48,180
16578,32,32,56,184
16579,32,32,48,184
16580,32,32,48,180
16581,32,32,56,184
16582,32,32,48,184
16583,32,32,56,184
16584,32,32,48,180
16585,32,32,56,184
16586,32,32,52,184
16587,32,32,56,188
16588,32,32,44,184
16589,32,32,56,180
16590,32,32,48,184
16591,32,32,56,184
16592,32,32,48,180
16593,32,32,56,180
16594,32,32,48,184
16595,32,32,48,180
16596,32,32,56,180
16597,32,32,48,184
16598,32,32,56,184
16599,32,32,52,184
16600,32,32,56,184
16601,32,32,48,184
16602,32,32,60,180
16603,32,32,48,184
16604,32,32,56,180
16605,32,32,48,180
16606,32,32,56,184
16607,32,32,52,180
16608,32,32,48,188
16609,32,32,56,176
16610,32,32,48,184
16611,32,32,56,184
16612,32,32,48,184
16613,32,32,56,184
16614,32,32,48,184
16615,32,32,56,184
16616,32,32,44,180
16617,32,32,56,184
16618,32,32,48,180
16619,32,32,56,184
16620,32,32,48,184
16621,32,32,56,184
16622,32,32,48,184
16623,32,32,48,180
16624,32,32,56,184
16625,32,32,48,184
16626,32,32,56,180
16627,32,32,52,180
16628,32,32,56,180
16629,32,32,52,180
16630,32,32,56,180
16631,32,32,48,184
16632,32,32,60,184
16633,32,32,48,180
16634,32,32,56,848
16635,32,32,48,180
16636,32,32,56,180
16637,32,32,48,180
16638,32,32,52,180
16639,32,32,56,184
16640,32,32,52,184
16641,32,32,56,184
16642,32,32,48,760
16643,32,32,56,180
16644,32,32,52,180
16645,32,32,56,188
16646,32,32,48,180
16647,32,32,56,184
16648,32,32,48,184
16649,32,32,56,180
16650,32,32,48,184
16651,32,32,48,184
16652,32,32,48,184
16653,32,32,48,184
16654,32,32,56,180
16655,32,32,48,180
16656,32,32,60,180
16657,32,32,48,184
16658,32,32,60,180
16659,32,32,48,184
16660,32,32,56,176
16661,32,32,48,184
16662,32,32,56,184
16663,32,32,48,180
16664,32,32,56,184
16665,32,32,48,184
16666,32,32,48,184
16667,32,32,56,184
16668,32,32,48,184
16669,32,32,56,184
16670,32,32,48,184
16671,32,32,52,180
16672,32,32,48,184
16673,32,32,56,180
16674,32,32,48,180
16675,32,32,56,184
16676,32,32,48,184
16677,32,32,56,192
16678,32,32,48,184
16679,32,32,56,184
16680,32,32,48,180
16681,32,32,48,180
16682,32,32,56,180
16683,32,32,52,180
16684,32,32,56,184
16685,32,32,48,184
16686,32,32,56,180
16687,32,32,48,180
16688,32,32,56,184
16689,32,32,48,184
16690,32,32,56,184
16691,32,32,48,180
16692,32,32,56,180
16693,32,32,48,184
16694,32,32,60,180
16695,32,32,48,184
16696,32,32,48,180
16697,32,32,56,184
16698,32,32,52,180
16699,32,32,56,184
16700,32,32,52,180
16701,32,32,56,184
16702,32,32,48,184
16703,32,32,52,184
16704,32,32,48,180
16705,32,32,56,184
16706,32,32,48,184
16707,32,32,56,184
16708,32,32,48,184
16709,32,32,48,184
16710,32,32,56,180
16711,32,32,48,372
16712,32,32,56,184
16713,32,32,52,184
16714,32,32,52,180
16715,32,32,48,184
16716,32,32,56,184
16717,32,32,48,180
16718,32,32,56,184
16719,32,32,48,184
16720,32,32,56,184
16721,32,32,48,180
16722,32,32,56,184
16723,32,32,48,184
16724,32,32,48,184
16725,32,32,52,184
16726,32,32,48,180
16727,32,32,56,184
16728,32,32,48,184
16729,32,32,56,180
16730,32,32,48,184
16731,32,32,56,184
16732,32,32,48,184
16733,32,32,56,184
16734,32,32,52,184
16735,32,32,56,180
16736,32,32,48,184
16737,32,32,56,180
16738,32,32,48,180
16739,32,32,52,180
16740,32,32,56,180
16741,32,32,48,180
16742,32,32,56,184
16743,32,32,48,180
16744,32,32,56,184
16745,32,32,48,184
16746,32,32,60,184
16747,32,32,48,184
16748,32,32,52,180
16749,32,32,48,180
16750,32,32,56,180
16751,32,32,48,184
16752,32,32,56,184
16753,32,32,48,184
16754,32,32,48,184
16755,32,32,56,184
16756,32,32,48,180
16757,32,32,52,188
16758,32,32,52,184
16759,32,32,56,184
16760,32,32,48,184
16761,32,32,56,180
16762,32,32,48,184
16763,32,32,60,184
16764,32,32,48,180
16765,32,32,56,184
16766,32,32,52,184
16767,32,32,52,180
16768,32,32,48,836
16769,32,32,48,180
16770,32,32,56,180
16771,32,32,48,180
16772,32,32,56,180
16773,32,32,52,184
16774,32,32,56,184
16775,32,32,48,184
16776,32,32,56,184
16777,32,32,52,180
16778,32,32,56,180
16779,32,32,48,180
16780,32,32,56,180
16781,32,32,48,180
16782,32,32,52,180
16783,32,32,56,180
16784,32,32,44,180
16785,32,32,56,184
16786,32,32,48,180
16787,32,32,56,184
16788,32,32,48,184
16789,32,32,52,180
16790,32,32,52,184
16791,32,32,56,216
16792,32,32,48,180
16793,32,32,56,184
16794,32,32,52,184
16795,32,32,56,184
16796,32,32,44,184
16797,32,32,52,184
16798,32,32,56,184
16799,32,32,48,180
16800,32,32,60,180
16801,32,32,48,184
16802,32,32,56,184
16803,32,32,48,180
16804,32,32,56,180
16805,32,32,48,180
16806,32,32,56,180
16807,32,32,48,184
16808,32,32,56,180
16809,32,32,48,456
16810,32,32,56,180
16811,32,32,48,184
16812,32,32,48,180
16813,32,32,56,180
16814,32,32,52,184
16815,32,32,56,180
16816,32,32,48,180
16817,32,32,56,180
16818,32,32,52,184
16819,32,32,60,180
16820,32,32,48,184
16821,32,32,56,184
16822,32,32,48,184
16823,32,32,56,180
16824,32,32,48,184
16825,32,32,48,180
16826,32,32,56,184
16827,32,32,48,184
16828,32,32,56,184
16829,32,32,48,184
16830,32,32,56,180
16831,32,32,48,184
16832,32,32,56,524
